Quote Number,Job Type Number,Customer,Email,Vehicle Registration Number,Vehicle Fleet Number,Vehicle Make,Vehicle Model,Issue Date,Due Date,Description,Category,Details,Unit Price,Quantity,Discount Percentage,Net Amount,Tax Amount,Total Amount,Taxable,Stock Number,Stock Name,Stock Category,Unit Cost,COGS,Inventory Asset Account Code,Inventory Asset Account Name,Sales Account Code,Sales Account Name,Salesperson,Created At,Updated At
10092,,Decmil Australia Pty Ltd,accounts@decmil.com.au,633VNP,,,,09/05/2023,,GY566293 - 275/70R22.5 Dunlop SP430 148/145L,Truck Tyres,"",563.85,2.0,"",1127.7,112.77,1240.47,Y,GY566293,275/70R22.5 Dunlop SP430 148/145L,Truck Tyres,402.75,,,,,805.5,"",09/05/2023 12:14,09/05/2023 12:24
10092,,Decmil Australia Pty Ltd,accounts@decmil.com.au,633VNP,,,,09/05/2023,,TFIT - Truck Tyre Fit & Strip,Labour & Services,"",33.0,2.0,"",66.0,6.6,72.6,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",09/05/2023 12:14,09/05/2023 12:24
10092,,Decmil Australia Pty Ltd,accounts@decmil.com.au,633VNP,,,,09/05/2023,,SCRAPTT - Recycle Truck Tyres,Labour & Services,"",30.0,2.0,"",60.0,6.0,66.0,Y,SCRAPTT,Recycle Truck Tyres,Labour & Services,0.0,,,,,0.0,"",09/05/2023 12:15,09/05/2023 12:24
10092,,Decmil Australia Pty Ltd,accounts@decmil.com.au,633VNP,,,,09/05/2023,,COF - Call Out Fee,Labour & Services,"",110.0,2.0,"",220.0,22.0,242.0,Y,COF,Call Out Fee,Labour & Services,0.0,,,,,0.0,"",09/05/2023 12:14,09/05/2023 12:24
10092,,Decmil Australia Pty Ltd,accounts@decmil.com.au,633VNP,,,,09/05/2023,,TRAVEL - Travel per Kilometer,Travel Expense,"",1.9,75.0,"",142.5,14.25,156.75,Y,TRAVEL,Travel per Kilometer,Travel Expense,0.0,,,,,0.0,"",09/05/2023 12:14,09/05/2023 12:24
10094,,EZYQUIP HIRE PTY LTD,eap@ezyquip.com.au,,,,,09/05/2023,,MF68032R - MF68032R N150 BATTERY 1030 CCA,Batteries,BATTERY,388.688,1.0,"",388.688,38.8688,427.5568,Y,MF68032R,MF68032R N150 BATTERY 1030 CCA,Batteries,228.64,,,,,228.64,"",09/05/2023 15:53,09/05/2023 15:53
10095,,Casandra Legg,cassielegg19@gmail.com,820EI6,,Mazda,6,12/05/2023,,WA - Wheel Alignment,Labour & Services,"",90.0,1.0,"",90.0,9.0,99.0,Y,WA,Wheel Alignment,Labour & Services,0.0,,,,,0.0,"",12/05/2023 13:25,12/05/2023 13:25
10096,,Charlie Booth,rblmbooth@hotmail.com,,,,,16/05/2023,,39710 - 14.00-24 12PR Advance G2E G-2E Bias Grader LOM,Earthmoving Tyres,140024,754.5455,6.0,"",4527.273,452.7273,4980.0003,Y,39710,14.00-24 12PR Advance G2E G-2E Bias Grader LOM,Earthmoving Tyres,666.0,,,,,3996.0,"",16/05/2023 12:22,16/05/2023 12:22
10096,,Charlie Booth,rblmbooth@hotmail.com,,,,,16/05/2023,,EMS - Earthmover Fit & Strip,Labour & Services,"",100.0,6.0,"",600.0,60.0,660.0,Y,EMS,Earthmover Fit & Strip,Labour & Services,0.0,,,,,0.0,"",16/05/2023 12:22,16/05/2023 12:22
10097,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",219ZKT,"",TOYOTA,HILUX,16/05/2023,15/06/2023,578637 - 265/65R17 DURATRAC FP 112S GOODYEAR,4WD Tyres,2656517,400.0,5.0,"",2000.0,200.0,2200.0,Y,GY578637,265/65R17 WRANGLER DURATRAC FP 112S GOODYEAR,4WD Tyres,301.81,,,,,1509.05,"",16/05/2023 14:05,07/11/2023 14:35
10097,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",219ZKT,"",TOYOTA,HILUX,16/05/2023,15/06/2023,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,5.0,"",100.0,10.0,110.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",16/05/2023 14:05,16/05/2023 14:05
10097,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",219ZKT,"",TOYOTA,HILUX,16/05/2023,15/06/2023,SCRAP - Recycle charge,Labour & Services,"",9.4,5.0,"",47.0,4.7,51.7,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",16/05/2023 14:05,16/05/2023 14:05
10098,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,19/05/2023,,"NISSAN UD- Filter Kit (Air, Fuel and Oil)",,"",264.0,1.0,"",264.0,26.4,290.4,Y,,,,0.0,,,,,0.0,"",19/05/2023 12:41,19/05/2023 12:41
10098,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,19/05/2023,,"FUSO FIGHTER- Filter Kit (Air, Fuel, Oil)",,"",535.24,1.0,"",535.24,53.524,588.764,Y,,,,0.0,,,,,0.0,"",19/05/2023 12:42,19/05/2023 12:42
10098,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,19/05/2023,,VANDSL15W40010 - VANTAGE DIESEL 15W40 CI-4 10L,Oils,1540,50.89,4.0,"",203.56,20.356,223.916,Y,VANDSL15W40010,VANTAGE DIESEL 15W40 CI-4 10L,Oils,36.35,,,,,145.4,"",19/05/2023 12:42,19/05/2023 13:04
10098,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,19/05/2023,,CAT Excavator- PM-1000,,"",648.84,1.0,"",648.84,64.884,713.724,Y,,,,0.0,,,,,0.0,"",19/05/2023 12:52,19/05/2023 12:52
10098,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,19/05/2023,,CAT Oils,,"",300.0,1.0,"",300.0,30.0,330.0,Y,,,,0.0,,,,,0.0,"",19/05/2023 12:55,19/05/2023 12:55
10098,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,19/05/2023,,MECHLAB - Mechanical Tradesman Labour,Labour & Services,"",110.0,15.0,"",1650.0,165.0,1815.0,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",19/05/2023 12:55,19/05/2023 12:55
10098,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,19/05/2023,,TRAVEL - Travel (per day),Travel Expense,"",120.0,2.0,"",240.0,24.0,264.0,Y,TRAVEL,Travel per Kilometer,Travel Expense,0.0,,,,,0.0,"",19/05/2023 12:55,19/05/2023 14:34
10098,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,19/05/2023,,WC - Workshop Consumables,Labour & Services,"",200.0,1.0,"",200.0,20.0,220.0,Y,WC,Workshop Consumables,Labour & Services,0.0,,,,,0.0,"",19/05/2023 12:56,19/05/2023 12:56
10099,,M.K HENRY CO,mkhenryco@bigpond.com,,,,,22/05/2023,,247455 - 265/75R16LT 123/120Q BAJA BOSS A/T MICKEY THOMPSON,4WD Tyres,"",450.0,4.0,"",1800.0,180.0,1980.0,Y,247455,265/75R16LT 123/120Q BAJA BOSS A/T MICKEY THOMPSON,4WD Tyres,344.87,,,,,1379.48,"",22/05/2023 12:50,22/05/2023 12:50
10099,,M.K HENRY CO,mkhenryco@bigpond.com,,,,,22/05/2023,,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,4.0,"",80.0,8.0,88.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",22/05/2023 12:50,22/05/2023 12:50
10099,,M.K HENRY CO,mkhenryco@bigpond.com,,,,,22/05/2023,,SCRAP - Recycle charge,Labour & Services,"",9.4,4.0,"",37.6,3.76,41.36,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",22/05/2023 12:50,22/05/2023 12:50
10100,,Vena Energy Australia,kelvin.smith@venaenergy.com,225AR9,,,,23/05/2023,,AU10323873 - 265/60R18 114T XL A/T AT3W WILDPEAK FALKEN,4WD Tyres,"",350.0,4.0,"",1400.0,140.0,1540.0,Y,AU10323873,265/60R18 114T XL A/T AT3W WILDPEAK FALKEN,4WD Tyres,209.09,,,200,Sales,836.36,"",23/05/2023 07:10,23/05/2023 07:10
10100,,Vena Energy Australia,kelvin.smith@venaenergy.com,225AR9,,,,23/05/2023,,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,4.0,"",80.0,8.0,88.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",23/05/2023 07:10,23/05/2023 07:10
10100,,Vena Energy Australia,kelvin.smith@venaenergy.com,225AR9,,,,23/05/2023,,SCRAP - Recycle charge,Labour & Services,"",9.4,4.0,"",37.6,3.76,41.36,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",23/05/2023 07:10,23/05/2023 07:10
10100,,Vena Energy Australia,kelvin.smith@venaenergy.com,225AR9,,,,23/05/2023,,WA - Wheel Alignment,Labour & Services,"",90.0,1.0,"",90.0,9.0,99.0,Y,WA,Wheel Alignment,Labour & Services,0.0,,,,,0.0,"",23/05/2023 07:11,23/05/2023 07:11
10101,,Decmil Australia Pty Ltd,accounts@decmil.com.au,633VNP,,,,23/05/2023,,MF90D26R - MF90D26R  N50ZZ BATTERY 620 CCA,Batteries,BATTERY,151.8645,2.0,"",303.729,30.3729,334.1019,Y,MF90D26R,MF90D26R  N50ZZ BATTERY 620 CCA,Batteries,110.85,,,,,221.7,"",23/05/2023 10:53,23/05/2023 12:16
10101,,Decmil Australia Pty Ltd,accounts@decmil.com.au,633VNP,,,,23/05/2023,,FIT - Fitting battery-,Labour & Services,"",20.0,2.0,"",40.0,4.0,44.0,Y,FIT,Fitting,Labour & Services,0.0,,,,,0.0,"",23/05/2023 12:16,23/05/2023 12:16
10101,,Decmil Australia Pty Ltd,accounts@decmil.com.au,633VNP,,,,23/05/2023,,115894 - 21MM WHEEL NUT INDICATORS,Tools,WHEEL,1.33,5.0,"",6.65,0.665,7.315,Y,115894,23 MM WHEEL NUT INDICATORS,Tools,0.95,,,,,4.75,"",23/05/2023 11:00,23/05/2023 12:16
10102,,Brigodoon Cattle Co pty ltd,office.bodcc@gmail.com,,,,,25/05/2023,24/06/2023,"WHEEL 32-27DH 1PC 20/387.35 VG 4 4,416.50 17,666.00 -10 (25MM CENTRE & REINF. BEADS",,"",4900.0,4.0,"",19600.0,1960.0,21560.0,Y,,,,0.0,,,,,0.0,"",25/05/2023 13:09,30/06/2023 14:07
10102,,Brigodoon Cattle Co pty ltd,office.bodcc@gmail.com,,,,,25/05/2023,24/06/2023,30.5 32 loggers R1 26ply,,"",4600.0,4.0,"",18400.0,1840.0,20240.0,Y,,,,0.0,,,,,0.0,"",25/05/2023 13:10,30/06/2023 14:24
10102,,Brigodoon Cattle Co pty ltd,office.bodcc@gmail.com,,,,,25/05/2023,24/06/2023,EMS - Earthmover/Tractor Fit,Labour & Services,"",100.0,4.0,"",400.0,40.0,440.0,Y,EMS,Earthmover Fit & Strip,Labour & Services,0.0,,,,,0.0,"",25/05/2023 13:11,30/06/2023 14:08
10102,,Brigodoon Cattle Co pty ltd,office.bodcc@gmail.com,,,,,25/05/2023,24/06/2023,FREIGHT - Freight,,"",3500.0,1.0,"",3500.0,350.0,3850.0,Y,FREIGHT,Freight,,27.27,,,,,27.27,"",01/06/2023 08:54,01/06/2023 08:54
10102,,Brigodoon Cattle Co pty ltd,office.bodcc@gmail.com,,,,,25/05/2023,24/06/2023,5629709 - VALVE EM,Parts,EARTH MOVING VALVE,20.0,4.0,"",80.0,8.0,88.0,Y,5629709,VALVE EM,Parts,0.0,,,,,0.0,"",30/06/2023 14:09,30/06/2023 14:09
10103,,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,26/05/2023,,MECHLAB - Mechanical Tradesman Labour,Labour & Services,"",110.0,10.0,"",1100.0,110.0,1210.0,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",26/05/2023 14:17,26/05/2023 14:17
10103,,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,26/05/2023,,RBR629 - DISC BRAKE ROTOR,,"",155.4545,2.0,"",310.9091,31.0909,342.0,Y,,,,0.0,,,,,0.0,"",26/05/2023 14:21,30/05/2023 15:44
10103,,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,26/05/2023,,RRB084 - REPCO STEERING RACK BOOT ,,"",19.0909,1.0,"",19.0909,1.9091,21.0,Y,,,,0.0,,,,,0.0,"",26/05/2023 14:26,26/05/2023 14:26
10103,,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,26/05/2023,,DB13333-4WD  BENDIX BRAKE PADS SET ,,"",101.8182,1.0,"",101.8182,10.1818,112.0,Y,,,,0.0,,,,,0.0,"",26/05/2023 14:46,26/05/2023 14:46
10103,,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,26/05/2023,,KSM7199  KYB STRUT MOUNT ,,"",97.2727,2.0,"",194.5455,19.4546,214.0001,Y,,,,0.0,,,,,0.0,"",26/05/2023 15:24,26/05/2023 15:25
10103,,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,26/05/2023,,FC4311  tough dog rear shocks ,,"",0.0,1.0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",30/05/2023 16:12,30/05/2023 16:33
10103,,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,26/05/2023,,TDC784  front Coil 30mm lift ,,"",0.0,1.0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",30/05/2023 16:13,30/05/2023 16:33
10103,,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,26/05/2023,,TDC783  rear Coil 30mm lift ,,"",0.0,1.0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",30/05/2023 16:13,30/05/2023 16:33
10103,,Craig Cook,cook2227@outlook.com,003FV4 ,"",Nissan,Pathfinder ,26/05/2023,,BDS4024  front strut 30mm lift ,,"",0.0,1.0,"",0.0,0.0,0.0,Y,,,,0.0,,,,,0.0,"",30/05/2023 16:32,30/05/2023 16:32
10105,,Senex Energy pty ltd,accountspayable@senexenergy.com.au,,,,,29/05/2023,,1130173 - LT245/70R16 118R OPAT2 WSW,4WD Tyres,"",312.36,4.0,"",1249.44,124.944,1374.384,Y,1130173,LT245/70R16 118R OPAT2 WSW,4WD Tyres,228.0,,,,,912.0,"",29/05/2023 14:14,29/05/2023 14:14
10105,,Senex Energy pty ltd,accountspayable@senexenergy.com.au,,,,,29/05/2023,,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,4.0,"",80.0,8.0,88.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",29/05/2023 14:12,29/05/2023 14:14
10105,,Senex Energy pty ltd,accountspayable@senexenergy.com.au,,,,,29/05/2023,,SCRAP - Recycle charge,Labour & Services,"",9.4,4.0,"",37.6,3.76,41.36,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",29/05/2023 14:13,29/05/2023 14:14
10105,,Senex Energy pty ltd,accountspayable@senexenergy.com.au,,,,,29/05/2023,,WA - Wheel Alignment,Labour & Services,"",90.0,1.0,"",90.0,9.0,99.0,Y,WA,Wheel Alignment,Labour & Services,0.0,,,,,0.0,"",29/05/2023 14:13,29/05/2023 14:14
10106,,HHH earthmoving,,,,,,29/05/2023,,B1ABB690 - 17.5R25 ADVANCE GLR 09 E-3 L-3,Earthmoving Tyres,17525,2210.0,6.0,"",13260.0,1326.0,14586.0,Y,B1ABB690,17.5R25 ADVANCE GLR 09 E-3 L-3,Earthmoving Tyres,1300.0,,,,,7800.0,"",29/05/2023 15:31,29/05/2023 15:31
10106,,HHH earthmoving,,,,,,29/05/2023,,EMS - Earthmover Fit & Strip,Labour & Services,"",100.0,6.0,"",600.0,60.0,660.0,Y,EMS,Earthmover Fit & Strip,Labour & Services,0.0,,,,,0.0,"",29/05/2023 15:31,29/05/2023 15:31
10106,,HHH earthmoving,,,,,,29/05/2023,,"115355 - 25"" THIN ORING",Tools,ORING,15.0,6.0,"",90.0,9.0,99.0,Y,115355,"25"" THIN ORING",Tools,4.55,,,,,27.3,"",29/05/2023 15:31,29/05/2023 15:31
10106,,HHH earthmoving,,,,,,29/05/2023,,SCRAP - Recycle charge,Labour & Services,"",350.0,6.0,"",2100.0,210.0,2310.0,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",29/05/2023 15:31,29/05/2023 15:31
10108,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,12/06/2023,,156152 - METAL VALVE,Parts,"",5.36,6.0,"",32.16,3.216,35.376,Y,156152,METAL VALVE,Parts,3.55,,,,,21.3,"",12/06/2023 11:21,12/06/2023 11:21
10108,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,12/06/2023,,TFIT - Truck Tyre Fit & Strip,Labour & Services,"",33.0,1.0,"",33.0,3.3,36.3,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",12/06/2023 11:22,12/06/2023 11:22
10109,,M.K HENRY CO,mkhenryco@bigpond.com,,,,,14/06/2023,,"B271000126207E - 27X10.00-12 (6) TL W-207 ""E"" BKT",ATV / Mower Tyres,"",271.6,1.0,"",271.6,27.16,298.76,Y,B271000126207E,"27X10.00-12 (6) TL W-207 ""E"" BKT",ATV / Mower Tyres,194.0,,,,,194.0,"",14/06/2023 12:45,14/06/2023 12:45
10109,,M.K HENRY CO,mkhenryco@bigpond.com,,,,,14/06/2023,,WT122711-8PR-P36 - 27X11-12 ARMOR P3036 8 PLY,ATV / Mower Tyres,"",240.0,1.0,"",240.0,24.0,264.0,Y,WT122711-8PR-P36,27X11-12 ARMOR P3036 8 PLY,ATV / Mower Tyres,174.51,,,,,174.51,"",14/06/2023 12:50,14/06/2023 12:50
10110,,Parkside Group,acpayable@parkside.biz,,,,,20/06/2023,,42221 - 20.5R25 E-3 /L-3 REM2,Earthmoving Tyres,20525,2400.0,2.0,"",4800.0,480.0,5280.0,Y,42221,20.5R25 E-3 /L-3 REM2,Earthmoving Tyres,1823.25,,,,,3646.5,"",20/06/2023 13:16,20/06/2023 13:16
10110,,Parkside Group,acpayable@parkside.biz,,,,,20/06/2023,,EMS - Earthmover Fit & Strip,Labour & Services,"",100.0,3.0,"",300.0,30.0,330.0,Y,EMS,Earthmover Fit & Strip,Labour & Services,0.0,,,,,0.0,"",20/06/2023 13:17,20/06/2023 13:17
10110,,Parkside Group,acpayable@parkside.biz,,,,,20/06/2023,,"115355 - 25"" THIN ORING",Tools,ORING,20.0,3.0,"",60.0,6.0,66.0,Y,115355,"25"" THIN ORING",Tools,4.55,,,,,13.65,"",20/06/2023 13:17,20/06/2023 13:17
10110,,Parkside Group,acpayable@parkside.biz,,,,,20/06/2023,,LAB - Tyre Fitter Labour,Labour & Services,"",100.0,3.0,"",300.0,30.0,330.0,Y,LAB,Tyre Fitter Labour,Labour & Services,0.0,,,,,0.0,"",20/06/2023 13:17,20/06/2023 13:17
10110,,Parkside Group,acpayable@parkside.biz,,,,,20/06/2023,,170438 - TYRE SEALANT BLACK,Tools,SEALANT,11.6,20.0,"",232.0,23.2,255.2,Y,170438,TYRE SEALANT BLACK,Tools,169.47,,,,,3389.4,"",21/06/2023 09:47,21/06/2023 09:47
10111,,ORIGIN  ( PEAT OPERATIONS ),peatsupervisor@upstream.originenergy.com.au,052YYC,,Toyota ,Hilix,20/06/2023,,1130409 - 225/70R17 LT 115S OPAT3 TOYO,4WD Tyres,"",384.97,5.0,"",1924.85,192.485,2117.335,Y,1130409,225/70R17 LT 115S OPAT3 TOYO,4WD Tyres,281.0,,,,,1405.0,"",20/06/2023 13:37,20/06/2023 13:37
10111,,ORIGIN  ( PEAT OPERATIONS ),peatsupervisor@upstream.originenergy.com.au,052YYC,,Toyota ,Hilix,20/06/2023,,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,5.0,"",100.0,10.0,110.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",20/06/2023 13:38,20/06/2023 13:38
10111,,ORIGIN  ( PEAT OPERATIONS ),peatsupervisor@upstream.originenergy.com.au,052YYC,,Toyota ,Hilix,20/06/2023,,SCRAP - Recycle charge,Labour & Services,"",9.4,5.0,"",47.0,4.7,51.7,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",20/06/2023 13:38,20/06/2023 13:38
10111,,ORIGIN  ( PEAT OPERATIONS ),peatsupervisor@upstream.originenergy.com.au,052YYC,,Toyota ,Hilix,20/06/2023,,WA - Wheel Alignment,Labour & Services,"",90.0,1.0,"",90.0,9.0,99.0,Y,WA,Wheel Alignment,Labour & Services,0.0,,,,,0.0,"",20/06/2023 13:38,20/06/2023 13:38
10112,,Dan Black,,,,,,28/06/2023,,EMR - Earthmover Repair,Labour & Services,"",100.0,1.0,"",100.0,10.0,110.0,Y,EMR,Earthmover Repair,Labour & Services,0.0,,,,,0.0,"",28/06/2023 10:21,28/06/2023 10:21
10112,,Dan Black,,,,,,28/06/2023,,TRAVEL - Travel per Kilometer,Travel Expense,"",1.9,60.0,"",114.0,11.4,125.4,Y,TRAVEL,Travel per Kilometer,Travel Expense,0.0,,,,,0.0,"",28/06/2023 10:21,28/06/2023 10:21
10113,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,29/06/2023,,MF57113 - MF57113  DIN66 BATTERY 630 CCA,Batteries,BATTERY,199.036,1.0,"",199.036,19.9036,218.9396,Y,MF57113,MF57113  DIN66 BATTERY 630 CCA,Batteries,117.08,,,,,117.08,"",29/06/2023 14:52,29/06/2023 14:52
10113,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,29/06/2023,,FIT - Battery Fitting,Labour & Services,"",20.0,1.0,"",20.0,2.0,22.0,Y,FIT,Fitting,Labour & Services,0.0,,,,,0.0,"",29/06/2023 14:53,29/06/2023 14:53
10113,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,29/06/2023,,RSK31C - FILTERS 4WD KIT [TOYOTA],LV Filters and Kits,"",193.466,2.0,"",386.932,38.6932,425.6252,Y,RSK31C,Filter kit for Toyota Hilux 07/15-04/20,LV Filters and Kits,138.19,,,,,276.38,"",29/06/2023 14:53,29/06/2023 14:53
10113,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,29/06/2023,,HI121330200 - 5w30 Synplus Hi-Tech Engine Oil,Mechanical,"",17.0,16.0,"",272.0,27.2,299.2,Y,HI121330200,5w30 Synplus Hi-Tech Engine Oil,Mechanical,6.8,,,,,108.8,"",29/06/2023 14:57,29/06/2023 14:59
10113,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,29/06/2023,,MECHLAB - Mechanical Tradesman Labour,Labour & Services,"",110.0,5.0,"",550.0,55.0,605.0,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",29/06/2023 14:58,29/06/2023 14:58
10113,,Decmil Australia Pty Ltd,accounts@decmil.com.au,,,,,29/06/2023,,WC - Workshop Consumables,Labour & Services,"",20.0,5.0,"",100.0,10.0,110.0,Y,WC,Workshop Consumables,Labour & Services,0.0,,,,,0.0,"",29/06/2023 14:58,29/06/2023 14:58
10114,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,30/06/2023,,T11225B108N - 11R22.5-(18) B108 XZY ALLPOS BLACK BELT,Truck Tyres,"",370.0,1.0,"",370.0,37.0,407.0,Y,T11225B108N,11R22.5-(18) B108 XZY ALLPOS BLACK BELT,Truck Tyres,199.0,,,,,199.0,"",30/06/2023 09:50,30/06/2023 09:50
10114,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,30/06/2023,,TFIT - Truck Tyre Fit & Strip,Labour & Services,"",33.0,1.0,"",33.0,3.3,36.3,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",30/06/2023 09:50,30/06/2023 09:50
10114,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,30/06/2023,,SCRAPTT - Recycle Truck Tyres,Labour & Services,"",30.0,1.0,"",30.0,3.0,33.0,Y,SCRAPTT,Recycle Truck Tyres,Labour & Services,0.0,,,,,0.0,"",30/06/2023 09:50,30/06/2023 09:50
10115,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,03/07/2023,,35964 - 12 R 22.5 18 PLY RLB 850 ON-OFF ROAD CRC,Truck Tyres,12225,980.0,1.0,"",980.0,98.0,1078.0,Y,35964,12 R 22.5 18 PLY RLB 850 ON-OFF ROAD CRC,Truck Tyres,756.0,,,,,756.0,"",03/07/2023 13:55,03/07/2023 13:55
10115,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,03/07/2023,,TFIT - Truck Tyre Fit & Strip,Labour & Services,"",33.0,1.0,"",33.0,3.3,36.3,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",03/07/2023 13:56,03/07/2023 13:56
10115,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,03/07/2023,,SCRAPTT - Recycle Truck Tyres,Labour & Services,"",30.0,1.0,"",30.0,3.0,33.0,Y,SCRAPTT,Recycle Truck Tyres,Labour & Services,0.0,,,,,0.0,"",03/07/2023 13:56,03/07/2023 13:56
10116,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,04/07/2023,,100EV1656Q - 295/80R22.5 GAM837 154/149K ALL POSITION GITI,Truck Tyres,29580225,684.315,4.0,"",2737.26,273.726,3010.986,Y,100EV1656Q,295/80R22.5 GAM837 154/149K ALL POSITION GITI,Truck Tyres,499.5,,,,,1998.0,"",04/07/2023 10:36,04/07/2023 10:36
10116,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,04/07/2023,,TFIT - Truck Tyre Fit & Strip,Labour & Services,"",33.0,4.0,"",132.0,13.2,145.2,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",04/07/2023 10:36,04/07/2023 10:36
10116,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",,,,,04/07/2023,,SCRAPTT - Recycle Truck Tyres,Labour & Services,"",30.0,4.0,"",120.0,12.0,132.0,Y,SCRAPTT,Recycle Truck Tyres,Labour & Services,0.0,,,,,0.0,"",04/07/2023 10:36,04/07/2023 10:36
10117,,new customer,,,,,,06/07/2023,,11000919 - 265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,"",383.0,4.0,"",1532.0,153.2,1685.2,Y,11000919,265/65R17LT 116S D697 OWT B/STONE,4WD Tyres,247.1,,,,,988.4,"",06/07/2023 15:04,06/07/2023 15:04
10117,,new customer,,,,,,06/07/2023,,LVF - Light Vehicle Fit/ Strip/ Balance,Labour & Services,Strip,20.0,1.0,"",20.0,2.0,22.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",06/07/2023 15:04,06/07/2023 15:04
